first_name,last_name,team,league,nationality,position,shirt,dob,age,skill_avg
Jerome,Four,St Etienne,French Division 2,French,FOR,9,1973-08-31,22,52.83
Pascal,Despeyroux,St Etienne,French Division 2,French,RM,7,1965-11-17,30,45.92
Gilbert,Ceccarelli,St Etienne,French Division 2,French,GK,1,1962-10-04,33,52.54
Christophe,Ohrel,St Etienne,French Division 2,Swiss,DM,6,1968-04-07,28,49.71
Jean-Philippe,Delpech,St Etienne,French Division 2,French,AM,11,1967-09-01,28,48.38
Patrice,Ferri,St Etienne,French Division 2,French,CD,4,1963-07-19,33,44.75
Salem,Haracheche,St Etienne,French Division 2,French,CD,5,1972-07-24,24,45.92
Lionel,Potillon,St Etienne,French Division 2,French,RB,2,1974-02-10,22,48.67
Adel,Chedli,St Etienne,French Division 2,French,FOR,16,1976-09-16,19,47.88
Gregory,Coupet,St Etienne,French Division 2,French,GK,13,1972-12-31,23,46.83
Stephane,Santini,St Etienne,French Division 2,French,AM,15,1973-04-15,23,44.67
Liazid,Sandjak,St Etienne,French Division 2,French,FOR,21,1966-09-11,29,52.04
Philippe,Thys,St Etienne,French Division 2,French,RB,17,1959-08-30,36,43.83
Romarin,Billong,St Etienne,French Division 2,French,RB,12,1970-06-11,26,47.58
Dominique,Aulanier,St Etienne,French Division 2,French,AM,14,1973-09-13,22,46.0
Stephane,Guichard,St Etienne,French Division 2,French,FOR,20,1973-11-10,22,49.46
Fabrice,Mannucci,St Etienne,French Division 2,French,DM,18,1974-12-22,21,43.42
Jean-Francois,Soucasse,St Etienne,French Division 2,French,DM,19,1972-08-01,23,44.88
Jan,Suchoparek,Strasbourg,French Division 1,Czech,CD,4,1969-09-23,26,56.25
Philippe,Raschke,Strasbourg,French Division 1,French,RB,2,1967-09-19,28,47.21
Bruno,Rodriguez,Strasbourg,French Division 1,French,LM,11,1972-11-25,23,52.5
Francais,Llacer,Strasbourg,French Division 1,French,RM,8,1971-09-09,24,58.5
Alexander,Vencel,Strasbourg,French Division 1,Slovakian,GK,1,1967-03-02,29,53.25
Valerien,Ismael,Strasbourg,French Division 1,French,CD,20,1974-09-28,21,44.33
Eric,Vogel,Strasbourg,French Division 1,French,FOR,9,1970-08-12,25,47.42
Stephane,Collet,Strasbourg,French Division 1,French,DM,7,1972-06-13,24,51.12
Yannick,Rott,Strasbourg,French Division 1,French,LB,3,1974-09-27,21,51.12
Olivier,Dacourt,Strasbourg,French Division 1,French,DM,14,1974-09-25,21,50.67
Gerald,Baticle,Strasbourg,French Division 1,French,FOR,10,1969-09-10,26,52.75
David,Klein,Strasbourg,French Division 1,French,GK,16,1973-08-13,22,48.5
David,Zitelli,Strasbourg,French Division 1,French,FOR,17,1968-10-30,27,52.29
Jean-Luc,Dogon,Strasbourg,French Division 1,French,SW,5,1967-10-13,28,49.92
Karim,M'Ghoghi,Strasbourg,French Division 1,Belgian,CD,13,1971-04-17,25,50.42
Kelly,Koutenay,Strasbourg,French Division 1,French,DM,18,1975-10-05,20,55.71
Vincent,Petit,Strasbourg,French Division 1,French,FOR,12,1974-01-02,22,50.58
Pascal,Nouma,Strasbourg,French Division 1,French,FOR,21,1972-01-06,24,53.54
Godwin,Okpara,Strasbourg,French Division 1,Nigerian,DM,6,1972-09-20,23,60.12
Duncan,Shearer,Aberdeen,Scottish Premier League,Scottish,FOR,14,1962-08-28,33,56.75
Stephen,Glass,Aberdeen,Scottish Premier League,Scottish,CD,5,1976-05-23,20,51.54
Stewart,McKimmie,Aberdeen,Scottish Premier League,Scottish,RB,2,1962-10-27,33,53.33
Joe,Miller,Aberdeen,Scottish Premier League,Scottish,AM,7,1967-12-08,28,54.12
Colin,Woodthorpe,Aberdeen,Scottish Premier League,Scottish,LB,3,1969-01-13,27,51.62
Paul,Kane,Aberdeen,Scottish Premier League,Scottish,RM,8,1965-06-20,31,51.0
Michael,Watt,Aberdeen,Scottish Premier League,Scottish,GK,13,1970-11-27,25,52.5
Scott,Booth,Aberdeen,Scottish Premier League,Scottish,FOR,9,1971-12-16,24,59.21
Brian,Irvine,Aberdeen,Scottish Premier League,Scottish,CD,4,1965-05-24,31,50.33
Dean,Windass,Aberdeen,Scottish Premier League,English,LM,11,1969-04-01,27,53.0
Paul,Bernard,Aberdeen,Scottish Premier League,Scottish,DM,6,1972-12-30,23,49.08
Etienne,Verveer,Aberdeen,Scottish Premier League,Dutch,FOR,10,1967-09-22,28,57.54
Derek,Stillie,Aberdeen,Scottish Premier League,Scottish,GK,17,1973-12-03,22,49.75
Billy,Dodds,Aberdeen,Scottish Premier League,Scottish,FOR,15,1969-02-05,27,56.04
Malcolm,Kpedekpo,Aberdeen,Scottish Premier League,Scottish,FOR,20,1976-08-27,19,54.04
Joseph,Walker,Aberdeen,Scottish Premier League,Scottish,GK,19,1962-09-29,33,53.33
John,Inglis,Aberdeen,Scottish Premier League,Scottish,CD,16,1966-10-16,29,49.88
Jorge,Cadete,Celtic,Scottish Premier League,Portuguese,FOR,10,1968-08-27,27,58.29
Pat,Bonner,Celtic,Scottish Premier League,Irish,GK,1,1960-05-24,36,57.54
Alan,Stubbs,Celtic,Scottish Premier League,English,CD,14,1971-10-06,24,53.75
Paolo,Di Canio,Celtic,Scottish Premier League,Italian,FOR,23,1968-07-09,28,54.42
Andreas,Thom,Celtic,Scottish Premier League,German,RM,11,1965-09-07,30,62.38
John,Hughes,Celtic,Scottish Premier League,Scottish,CD,15,1964-09-09,31,51.29
Tom,Boyd,Celtic,Scottish Premier League,Scottish,LB,3,1965-11-24,30,54.42
Rudi,Vata,Celtic,Scottish Premier League,Albanian,LM,8,1969-02-13,27,55.62
Paul,McStay,Celtic,Scottish Premier League,Scottish,DM,7,1964-10-22,31,55.79
Morten,Wieghorst,Celtic,Scottish Premier League,Danish,AM,16,1971-02-25,25,55.67
Jackie,McNamara,Celtic,Scottish Premier League,Scottish,RB,2,1973-10-24,22,54.0
Gordon,Marshall,Celtic,Scottish Premier League,Scottish,GK,13,1964-04-19,32,53.92
Malcolm,Mackay,Celtic,Scottish Premier League,Scottish,CD,5,1972-02-19,24,52.46
Tosh,McKinlay,Celtic,Scottish Premier League,Scottish,LB,12,1964-12-03,31,54.29
Mick,Galloway,Celtic,Scottish Premier League,Scottish,RM,20,1965-05-30,31,53.33
Stuart,Kerr,Celtic,Scottish Premier League,Scottish,GK,17,1974-11-13,21,50.38
Philip,O'Donnell,Celtic,Scottish Premier League,Scottish,AM,22,1972-03-25,24,56.71
Brian,McLaughlin,Celtic,Scottish Premier League,Scottish,AM,21,1974-05-14,22,56.04
Tommy,Johnson,Celtic,Scottish Premier League,English,FOR,26,1971-01-15,25,57.83
Enrico,Annoni,Celtic,Scottish Premier League,Italian,CD,25,1966-07-01,30,52.25
Stuart,Gray,Celtic,Scottish Premier League,Scottish,DM,18,1973-12-18,22,50.25
Peter,Grant,Celtic,Scottish Premier League,Scottish,DM,19,1965-08-30,30,50.75
Simon,Donnelly,Celtic,Scottish Premier League,Scottish,FOR,9,1974-12-01,21,57.54
David,Hannah,Celtic,Scottish Premier League,Scottish,LM,24,1974-08-04,21,48.21
Darren,Riley,Falkirk,Scottish First Division,Scottish,CD,4,1971-10-02,24,45.17
Kevin,James,Falkirk,Scottish First Division,Scottish,CD,5,1975-12-03,20,45.71
David,Elliot,Falkirk,Scottish First Division,Scottish,LM,12,1969-11-13,26,47.42
Neil,Oliver,Falkirk,Scottish First Division,Scottish,RM,7,1967-04-11,29,46.08
Scott,McKenzie,Falkirk,Scottish First Division,Scottish,DM,16,1970-07-07,26,47.58
Derek,Ferguson,Falkirk,Scottish First Division,Scottish,DM,6,1967-07-31,28,49.79
David,Weir,Falkirk,Scottish First Division,Scottish,RB,2,1970-05-10,26,49.75
Tony,Parks,Falkirk,Scottish First Division,Scottish,GK,1,1963-01-28,33,50.92
Mo,Johnston,Falkirk,Scottish First Division,Scottish,FOR,11,1963-04-13,33,52.25
Dominic,Iorfa,Falkirk,Scottish First Division,Nigerian,FOR,9,1968-10-01,27,55.08
Stuart,Munro,Falkirk,Scottish First Division,Scottish,LB,3,1962-09-15,33,48.88
Brian,Rice,Falkirk,Scottish First Division,Scottish,RM,15,1963-10-11,32,47.83
Jamie,McGowan,Falkirk,Scottish First Division,Scottish,LB,17,1970-12-05,25,47.17
Ally,Graham,Falkirk,Scottish First Division,Scottish,FOR,10,1966-08-11,29,49.83
Graeme,Hamilton,Falkirk,Scottish First Division,Scottish,RB,14,1974-01-22,22,49.29
Tony,Finnighan,Falkirk,Scottish First Division,English,FOR,8,1962-10-17,33,51.46
David,Hagen,Falkirk,Scottish First Division,Scottish,DM,18,1973-05-05,23,49.83
Forbes,Johnston,Falkirk,Scottish First Division,Scottish,LM,13,1971-08-03,24,49.17
Paul,Ritchie,Hearts,Scottish Premier League,Scottish,RB,2,1969-01-25,27,48.42
Brian,Hamilton,Hearts,Scottish Premier League,Scottish,DM,8,1967-08-05,28,49.08
Gilles,Rousset,Hearts,Scottish Premier League,French,GK,1,1963-08-22,32,54.54
Colin,Miller,Hearts,Scottish Premier League,Scottish,CD,4,1964-10-04,31,52.83
Gary,Mackay,Hearts,Scottish Premier League,Scottish,RM,7,1964-01-23,32,52.29
Stephen,Fulton,Hearts,Scottish Premier League,Scottish,DM,6,1970-08-10,25,51.88
David,McPherson,Hearts,Scottish Premier League,Scottish,CD,5,1964-01-28,32,56.25
John,Millar,Hearts,Scottish Premier League,Scottish,LM,11,1966-12-08,29,50.5
John,Robertson,Hearts,Scottish Premier League,Scottish,FOR,9,1964-10-02,31,54.62
Neil,Pointon,Hearts,Scottish Premier League,English,LB,3,1964-11-28,31,53.33
Jim,Hamilton,Hearts,Scottish Premier League,Scottish,FOR,10,1976-02-09,20,49.71
Craig,Levein,Hearts,Scottish Premier League,Scottish,CD,17,1964-10-22,31,56.46
Craig,Nelson,Hearts,Scottish Premier League,Scottish,GK,19,1971-05-28,25,52.04
Jeremy,Goss,Hearts,Scottish Premier League,Welsh,AM,18,1965-05-11,31,57.38
Walter,Kidd,Hearts,Scottish Premier League,Scottish,CD,23,1958-03-10,38,49.0
Stephen,Frail,Hearts,Scottish Premier League,Scottish,LB,24,1969-08-10,26,47.04
John,Colquhoun,Hearts,Scottish Premier League,Scottish,FOR,12,1963-07-14,33,57.58
Neil,Berry,Hearts,Scottish Premier League,Scottish,CD,22,1963-04-06,33,49.54
Gary,Locke,Hearts,Scottish Premier League,Scottish,LM,27,1975-06-16,21,50.12
Fraser,Wishart,Hearts,Scottish Premier League,Scottish,RB,15,1965-03-01,31,51.21
Alan,Lawrence,Hearts,Scottish Premier League,Scottish,FOR,25,1962-08-19,33,51.92
George,Wright,Hearts,Scottish Premier League,Scottish,CD,16,1969-12-22,26,48.38
Kevin,Thomas,Hearts,Scottish Premier League,Scottish,FOR,28,1975-04-25,21,53.17
Henry,Smith,Hearts,Scottish Premier League,Scottish,GK,13,1956-03-10,40,53.58
William,Jamieson,Hearts,Scottish Premier League,Scottish,CD,14,1963-04-27,33,50.62
Barry,Lavety,Hibernian,Scottish Premier League,Scottish,FOR,10,1974-08-21,21,53.92
Andy,Dow,Hibernian,Scottish Premier League,Scottish,LB,3,1973-02-07,23,50.83
Javier,Margas,Hibernian,Scottish Premier League,Chilean,CD,5,1969-05-10,27,48.75
Michael,Renwick,Hibernian,Scottish Premier League,Scottish,RM,7,1976-02-29,20,49.21
Pat,McGinlay,Hibernian,Scottish Premier League,Scottish,CD,4,1967-05-30,29,48.67
Gordon,Hunter,Hibernian,Scottish Premier League,Scottish,DM,6,1967-05-03,29,48.79
Jim,Leighton,Hibernian,Scottish Premier League,Scottish,GK,1,1958-07-24,38,53.42
Mickey,Weir,Hibernian,Scottish Premier League,Scottish,LM,16,1966-01-16,30,52.54
Brian,Grant,Hibernian,Scottish Premier League,Scottish,DM,8,1964-06-19,32,48.83
Rab,Shannon,Hibernian,Scottish Premier League,Scottish,RB,14,1966-04-20,30,47.96
Darren,Jackson,Hibernian,Scottish Premier League,Scottish,FOR,9,1966-07-25,30,56.58
Christopher,Reid,Hibernian,Scottish Premier League,Scottish,GK,13,1971-11-04,24,48.79
Keith,Wright,Hibernian,Scottish Premier League,Scottish,FOR,12,1965-05-17,31,54.92
Kevin,Harper,Hibernian,Scottish Premier League,Scottish,AM,21,1976-01-15,20,57.29
Darren,Dods,Hibernian,Scottish Premier League,Scottish,LB,18,1975-06-07,21,50.46
Graeme,Love,Hibernian,Scottish Premier League,Scottish,RB,2,1973-12-07,22,53.58
Janne,Lindberg,Hibernian,Scottish Premier League,Finnish,FOR,11,1966-10-11,29,52.5
Graham,Mitchell,Hibernian,Scottish Premier League,Scottish,LB,17,1962-11-02,33,48.29
Joe,McLaughlin,Hibernian,Scottish Premier League,Scottish,CD,20,1960-06-02,36,50.75
Ian,Cameron,Hibernian,Scottish Premier League,Scottish,DM,19,1966-08-24,29,53.33
Willie,Miller,Hibernian,Scottish Premier League,Scottish,RB,15,1969-11-01,26,52.0
Joe,Tortolano,Hibernian,Scottish Premier League,Scottish,LM,23,1966-04-06,30,50.38
Mark,Roberts,Kilmarnock,Scottish Premier League,Scottish,AM,16,1975-10-29,20,54.54
Brian,Bliss,Kilmarnock,Scottish Premier League,American,RB,2,1965-08-28,30,52.0
Paul,Wright,Kilmarnock,Scottish Premier League,Scottish,FOR,9,1967-08-17,28,51.88
John,Henry,Kilmarnock,Scottish Premier League,Scottish,RW,8,1971-12-31,24,54.62
Colin,McKee,Kilmarnock,Scottish Premier League,Scottish,FOR,17,1973-08-22,22,53.12
Ray,Montgomerie,Kilmarnock,Scottish Premier League,Scottish,CD,4,1961-04-17,35,50.42
Tom,Black,Kilmarnock,Scottish Premier League,Scottish,LB,14,1962-10-11,33,50.54
Billy,Findlay,Kilmarnock,Scottish Premier League,Scottish,LW,11,1970-08-29,25,52.42
Robert,Connor,Kilmarnock,Scottish Premier League,Scottish,DM,6,1960-08-04,35,48.58
Dragoje,Lekovic,Kilmarnock,Scottish Premier League,Croatian,GK,1,1967-11-21,28,51.83
Neil,Whitworth,Kilmarnock,Scottish Premier League,Scottish,CD,5,1972-04-12,24,48.79
Mark,Skilling,Kilmarnock,Scottish Premier League,Scottish,LB,3,1972-10-06,23,50.29
Colin,Meldrum,Kilmarnock,Scottish Premier League,Scottish,GK,13,1975-11-22,20,49.88
Tom,Brown,Kilmarnock,Scottish Premier League,Scottish,FOR,10,1968-04-01,28,55.83
Stephen,Hamilton,Kilmarnock,Scottish Premier League,Scottish,RB,18,1974-09-16,21,52.42
Derek,Anderson,Kilmarnock,Scottish Premier League,Scottish,CD,15,1972-05-15,24,49.71
David,Bagan,Kilmarnock,Scottish Premier League,Scottish,AM,20,1972-02-10,24,55.25
Mark,Reilly,Kilmarnock,Scottish Premier League,Scottish,RM,7,1969-03-30,27,49.0
Bobby,Williamson,Kilmarnock,Scottish Premier League,Scottish,FOR,22,1961-08-13,34,50.92
Gus,Macpherson,Kilmarnock,Scottish Premier League,Scottish,RB,19,1968-10-11,27,48.75
Ally,Mitchell,Kilmarnock,Scottish Premier League,Scottish,FOR,12,1968-12-03,27,49.25
Stephen,Maskrey,Kilmarnock,Scottish Premier League,Scottish,LW,21,1962-08-16,33,52.62
Herman,Garivia,Motherwell,Scottish Premier League,Colombian,DM,8,1969-11-27,26,48.08
Steve,McMillan,Motherwell,Scottish Premier League,Scottish,RM,7,1976-01-19,20,52.5
Miodrag,Krivokapic,Motherwell,Scottish Premier League,Croatian,CD,5,1969-09-06,26,53.54
Dougie,Arnott,Motherwell,Scottish Premier League,Scottish,FOR,10,1961-08-05,34,55.5
Eddie,May,Motherwell,Scottish Premier League,Scottish,RB,2,1967-08-30,28,52.38
Billy,Davies,Motherwell,Scottish Premier League,Scottish,LM,11,1964-05-31,32,50.92
Andrew,Roddie,Motherwell,Scottish Premier League,Scottish,AM,6,1971-11-04,24,50.04
Tommy,Coyne,Motherwell,Scottish Premier League,Irish,FOR,9,1962-11-14,33,56.75
John,Philliben,Motherwell,Scottish Premier League,Scottish,LB,15,1964-03-14,32,50.08
Scott,Howie,Motherwell,Scottish Premier League,Scottish,GK,1,1972-01-04,24,51.17
Alex,McLeish,Motherwell,Scottish Premier League,Scottish,CD,4,1959-01-21,37,55.38
John,Hendry,Motherwell,Scottish Premier League,Scottish,FOR,17,1970-01-06,26,54.21
Stephen,Woods,Motherwell,Scottish Premier League,Scottish,GK,13,1970-02-23,26,49.62
Mitchell,van der Gaag,Motherwell,Scottish Premier League,Dutch,CD,16,1971-10-27,24,53.0
Innes,Ritchie,Motherwell,Scottish Premier League,Scottish,DM,21,1973-08-24,22,51.67
Owen,Coyle,Motherwell,Scottish Premier League,Scottish,FOR,20,1966-07-14,30,55.0
Willie,Falconer,Motherwell,Scottish Premier League,Scottish,FOR,12,1966-04-05,30,58.67
Shaun,McSkimming,Motherwell,Scottish Premier League,Scottish,LW,18,1970-05-29,26,53.83
Chris,McCart,Motherwell,Scottish Premier League,Scottish,CD,14,1967-04-17,29,51.58
Brian,Martin,Motherwell,Scottish Premier League,Scottish,CD,22,1963-02-24,33,48.29
Scott,Ramsey,Partick,Scottish First Division,Scottish,RM,6,1975-10-02,20,49.46
Stuart,Ayton,Partick,Scottish First Division,Scottish,FOR,9,1975-10-19,20,52.12
Jered,Stirling,Partick,Scottish First Division,Scottish,CD,4,1976-10-13,19,46.58
Alan,Archibald,Partick,Scottish First Division,Scottish,CD,5,1977-12-13,18,46.58
Derek,McWilliams,Partick,Scottish First Division,Scottish,LM,11,1966-01-16,30,50.58
Rod,McDonald,Partick,Scottish First Division,Scottish,AM,7,1967-03-20,29,51.92
Thomas,Turner,Partick,Scottish First Division,Scottish,DM,8,1963-10-11,32,50.71
Kevin,McKee,Partick,Scottish First Division,Scottish,RB,2,1966-06-10,30,48.96
Alan,Dinnie,Partick,Scottish First Division,Scottish,LB,3,1963-05-14,33,50.33
Nicky,Walker,Partick,Scottish First Division,Scottish,GK,1,1962-09-29,33,49.17
Wayne,Foster,Partick,Scottish First Division,Scottish,FOR,10,1963-09-11,32,46.75
Kevin,Budinauckas,Partick,Scottish First Division,Scottish,GK,13,1974-09-16,21,46.75
Nicholas,Henderson,Partick,Scottish First Division,Scottish,FOR,22,1969-02-08,27,51.25
Thomas,Smith,Partick,Scottish First Division,Scottish,DM,21,1973-10-12,22,48.0
Mark,Cairns,Partick,Scottish First Division,Scottish,GK,17,1969-09-25,26,46.33
Craig,McCartney,Partick,Scottish First Division,Scottish,LB,24,1971-11-18,24,50.58
Andrew,Lyons,Partick,Scottish First Division,English,FOR,14,1966-10-19,29,48.96
David,Farrell,Partick,Scottish First Division,Scottish,CD,19,1969-10-29,26,47.96
Andy,Gibson,Partick,Scottish First Division,Scottish,AM,23,1969-02-02,27,52.0
Gregg,Watson,Partick,Scottish First Division,Scottish,CD,20,1970-09-21,25,47.33
Peter,Tierney,Partick,Scottish First Division,Scottish,LB,16,1961-10-11,34,47.71
Gareth,Evans,Partick,Scottish First Division,English,FOR,25,1967-01-14,29,50.62
James,McCue,Partick,Scottish First Division,Scottish,FOR,12,1975-06-29,21,52.33
Callum,Milne,Partick,Scottish First Division,Scottish,RB,18,1965-08-27,30,50.21
Stephen,Pittman,Partick,Scottish First Division,Scottish,RB,15,1967-07-18,29,48.21
Rob,Raeside,Raith,Scottish Premier League,South African,CD,5,1972-07-07,24,48.75
Ian,McMillan,Raith,Scottish Premier League,Scottish,RB,2,1976-06-09,20,51.75
Mark,Buist,Raith,Scottish Premier League,Scottish,LB,3,1975-09-13,20,51.21
Peter,Duffield,Raith,Scottish Premier League,English,FOR,10,1969-02-04,27,53.25
Craig,McKinlay,Raith,Scottish Premier League,Scottish,FOR,9,1976-10-19,19,54.21
Jim,McInally,Raith,Scottish Premier League,Scottish,DM,6,1964-02-19,32,46.5
Bobby,Geddes,Raith,Scottish Premier League,Scottish,GK,1,1960-08-12,35,54.12
Ronnie,Coyle,Raith,Scottish Premier League,Scottish,LM,11,1964-08-04,31,52.21
Shaun,Dennis,Raith,Scottish Premier League,Scottish,CD,4,1969-12-20,26,50.46
Alexander,Taylor,Raith,Scottish Premier League,Scottish,RM,15,1962-06-13,34,48.38
Danny,Lennon,Raith,Scottish Premier League,Scottish,DM,8,1969-04-06,27,51.08
Les,Fridge,Raith,Scottish Premier League,Scottish,GK,13,1968-08-27,27,50.17
Davie,Kirkwood,Raith,Scottish Premier League,Scottish,RB,12,1967-08-27,28,52.5
Barry,Wilson,Raith,Scottish Premier League,Scottish,LM,16,1972-02-16,24,47.83
Gordon,Forrest,Raith,Scottish Premier League,Scottish,RM,7,1977-01-14,19,48.92
Mark,Quinn,Raith,Scottish Premier League,Scottish,RB,14,1975-05-14,21,52.92
Derek,McGill,Raith,Scottish Premier League,Scottish,FOR,24,1971-01-09,25,50.17
Andrew,Millen,Raith,Scottish Premier League,Scottish,RM,20,1965-06-10,31,51.75
Colin,Cameron,Raith,Scottish Premier League,Scottish,FOR,19,1972-10-23,23,51.92
Scott,Thompson,Raith,Scottish Premier League,Scottish,GK,17,1966-11-08,29,50.5
Jörg,Albertz,Rangers,Scottish Premier League,German,LW,26,1971-01-29,25,58.88
Gordon,Durie,Rangers,Scottish Premier League,Scottish,FOR,10,1965-12-06,30,61.08
Brian,Laudrup,Rangers,Scottish Premier League,Danish,RW,7,1969-02-22,27,65.04
Andy,Goram,Rangers,Scottish Premier League,Scottish,GK,1,1964-04-13,32,57.0
Craig,Moore,Rangers,Scottish Premier League,Australian,RB,2,1975-12-12,20,52.42
Alan,McLaren,Rangers,Scottish Premier League,Scottish,CD,3,1971-01-04,25,54.08
Richard,Gough,Rangers,Scottish Premier League,Scottish,CD,5,1962-04-05,34,58.62
Paul,Gascoigne,Rangers,Scottish Premier League,English,AM,8,1967-05-27,29,67.17
John,Brown,Rangers,Scottish Premier League,Scottish,LB,17,1962-01-26,34,53.33
Stuart,McCall,Rangers,Scottish Premier League,Scottish,DM,6,1964-06-10,32,57.62
Ally,McCoist,Rangers,Scottish Premier League,Scottish,FOR,9,1962-09-24,33,61.42
Peter,van Vossen,Rangers,Scottish Premier League,Dutch,FOR,12,1968-09-20,27,58.92
Theo,Snelders,Rangers,Scottish Premier League,Dutch,GK,13,1963-12-07,32,55.67
Alex,Cleland,Rangers,Scottish Premier League,Scottish,CD,16,1970-12-10,25,52.71
Sebastien,Rozenthal,Rangers,Scottish Premier League,Chilean,FOR,28,1976-09-01,19,60.21
Erik,Bo Andersen,Rangers,Scottish Premier League,Danish,FOR,27,1971-05-25,25,57.29
Derek,McInnes,Rangers,Scottish Premier League,Scottish,AM,15,1977-01-01,19,52.38
Michael,Rae,Rangers,Scottish Premier League,Scottish,GK,25,1976-11-24,19,50.71
Joachim,Björklund,Rangers,Scottish Premier League,Swedish,CD,19,1971-03-15,25,53.21
