first_name,last_name,team,dob,age,GK,RB,LB,CD,RWB,LWB,SW,DM,RM,LM,AM,RW,LW,FR,FOR,SS
Paolo,Negro,Lazio,1972-04-16,24,40,66,66,66,61,61,62,58,54,54,53,54,54,56,54,52
Pier Luigi,Casiraghi,Lazio,1969-03-04,27,50,50,50,48,59,59,60,57,61,61,63,68,68,71,78,75
Jose Antonio,Chamot,Lazio,1969-05-17,27,39,69,69,72,53,53,58,58,51,51,49,42,42,43,49,46
Mark,Fish,Lazio,1971-01-01,25,42,72,72,76,56,56,60,57,49,49,46,43,43,45,45,42
Paul,Okon,Lazio,1972-04-05,24,41,73,73,74,55,55,61,61,53,53,50,44,44,45,42,41
Roberto,Baronio,Lazio,1977-12-11,18,44,65,65,64,55,55,61,66,61,61,61,54,54,54,56,56
Igor,Protti,Lazio,1967-09-24,28,42,43,43,41,51,51,52,47,51,51,53,58,58,62,69,65
Roberto,Rambaudi,Lazio,1966-01-12,30,43,52,52,49,61,61,62,63,65,65,67,68,68,67,60,62
Fernando,Orsi,Lazio,1959-09-12,36,67,37,37,33,38,38,43,49,47,47,49,45,45,43,34,38
Alessandro,Grandoni,Lazio,1977-07-22,19,37,66,66,69,54,54,57,56,51,51,48,44,44,44,41,40
Giorgio,Venturin,Lazio,1968-07-09,28,40,64,64,62,64,64,66,69,68,68,69,66,66,65,66,67
Marco,Piovanelli,Lazio,1974-04-07,22,43,60,60,59,53,53,58,60,56,56,56,51,51,51,54,52
Carlo,Cudicini,Lazio,1973-09-06,22,64,35,35,31,37,37,41,46,46,46,48,45,45,44,38,41
Giuseppe,Favalli,Lazio,1972-01-08,24,44,67,67,67,59,59,61,58,54,54,52,50,50,51,48,47
Renato,Buso,Lazio,1969-12-19,26,49,51,51,49,60,60,60,58,61,61,63,66,66,69,69,68
Edgar,Davids,Milan,1973-03-13,23,49,73,73,72,64,64,70,73,68,68,67,61,61,60,59,59
Michael,Reiziger,Milan,1973-05-03,23,46,80,80,81,71,71,74,71,66,66,64,61,61,61,52,51
Jesper,Blomquist,Milan,1974-02-05,22,49,53,53,48,66,66,66,68,73,73,75,77,77,75,67,70
George,Weah,Milan,1966-10-01,29,61,54,54,51,66,66,67,63,68,68,71,78,78,82,89,86
Sebastiano,Rossi,Milan,1964-07-20,32,85,55,55,50,51,51,56,60,57,57,57,53,53,53,45,47
Marcel,Desailly,Milan,1968-09-07,27,47,82,82,84,72,72,77,80,75,75,74,66,66,62,65,64
Roberto,Baggio,Milan,1967-02-18,29,59,60,60,56,75,75,74,75,80,80,83,87,87,88,87,88
Demetrio,Albertini,Milan,1971-08-23,24,52,73,73,71,75,75,77,81,81,81,82,80,80,79,77,79
Paolo,Maldini,Milan,1968-06-26,28,50,82,82,85,75,75,75,69,65,65,62,64,64,67,70,66
Franco,Baresi,Milan,1960-05-08,36,51,83,83,84,67,67,73,72,65,65,62,58,58,60,60,58
Alessandro,Costacurta,Milan,1966-04-24,30,52,77,77,79,66,66,69,67,62,62,60,56,56,56,59,56
Francesco,Coco,Milan,1977-06-14,19,36,68,68,71,54,54,58,55,48,48,45,42,42,43,41,39
Dejan,Savicevic,Milan,1966-09-15,29,57,63,63,59,76,76,75,75,80,80,83,86,86,87,86,87
Marco,Simone,Milan,1969-01-07,27,58,60,60,58,70,70,71,69,72,72,74,78,78,80,83,82
Stefano,Eranio,Milan,1966-12-29,29,49,62,62,61,60,60,63,63,61,61,61,60,60,60,62,61
Mario,Ielpo,Milan,1963-06-08,33,66,50,50,47,46,46,50,55,53,53,54,47,47,47,40,43
Mario,Stancanelli,Milan,1977-06-11,19,38,61,61,63,48,48,50,49,45,45,43,39,39,40,41,39
Angelo,Pagotto,Milan,1973-11-21,22,72,41,41,37,41,41,45,48,47,47,49,46,46,47,42,43
Tomas,Locatelli,Milan,1976-06-09,20,51,50,50,48,54,54,56,55,57,57,58,59,59,62,68,66
Gabriele,Aldegani,Milan,1976-05-10,20,63,38,38,34,40,40,43,47,48,48,49,46,46,45,38,41
Christophe,Dugarry,Milan,1972-03-24,24,47,50,50,48,62,62,62,57,63,63,65,71,71,77,81,79
Zvonimir,Boban,Milan,1968-10-08,27,54,62,62,60,70,70,71,73,77,77,79,79,79,78,77,79
Mauro,Tassotti,Milan,1960-01-19,36,46,64,64,64,59,59,61,58,55,55,53,53,53,53,49,48
Filippo,Galli,Milan,1963-05-19,33,46,70,70,70,73,73,71,67,68,68,67,68,68,67,65,64
Pietro,Vierchowod,Milan,1959-04-06,37,44,71,71,73,67,67,68,63,60,60,59,61,61,65,59,58
Bertrand,Crasson,Napoli,1971-10-05,24,39,68,68,69,50,50,56,55,46,46,44,38,38,41,43,40
Ribeiro,Caio,Napoli,1975-08-16,20,45,49,49,46,59,59,58,54,59,59,60,66,66,68,73,70
Francesco,Turrini,Napoli,1965-10-18,30,46,52,52,51,59,59,58,60,63,63,65,66,66,62,61,62
Gennaro,Scarlato,Napoli,1977-05-03,19,39,48,48,47,55,55,54,54,57,57,58,59,59,58,59,60
Mauro,Milanese,Napoli,1971-09-17,24,43,75,75,76,66,66,69,68,62,62,60,58,58,58,53,53
Roberto,Bordin,Napoli,1965-01-10,31,40,54,54,55,58,58,55,54,59,59,60,61,61,60,62,62
Giuseppe,Taglialatela,Napoli,1969-01-02,27,78,52,52,48,44,44,51,57,52,52,52,46,46,45,41,42
Francesco,Baldini,Napoli,1974-03-14,22,38,63,63,64,51,51,55,53,47,47,45,42,42,44,44,42
Luca,Altomare,Napoli,1972-01-14,24,41,60,60,59,53,53,57,60,57,57,57,52,52,51,55,54
Andre,Cruz,Napoli,1968-09-20,27,38,65,65,66,60,60,62,59,56,56,54,53,53,54,54,52
Roberto Fabian,Ayala,Napoli,1973-04-12,23,46,75,75,76,69,69,71,73,69,69,68,66,66,65,61,62
Nicola,Caccia,Napoli,1970-04-10,26,48,49,49,47,56,56,57,53,56,56,57,62,62,66,74,70
Roberto,Policano,Napoli,1964-02-19,32,39,68,68,69,60,60,62,61,56,56,54,52,52,52,51,50
Raffaele,Di Fusco,Napoli,1961-10-06,34,71,39,39,34,38,38,43,49,47,47,48,44,44,44,35,39
Massimilano,Esposito,Napoli,1972-05-27,24,40,51,51,48,59,59,60,64,67,67,68,68,68,66,63,65
Alain,Boghossian,Napoli,1970-10-27,25,43,68,68,67,57,57,62,67,61,61,61,54,54,53,57,56
Alfredo,Aglietti,Napoli,1970-09-16,25,46,50,50,49,59,59,58,53,57,57,59,64,64,67,72,70
Joubert,Beto,Napoli,1975-01-07,21,48,80,80,79,74,74,79,83,78,78,77,72,72,71,67,68
Raffaele,Longo,Napoli,1977-09-06,18,42,59,59,59,54,54,56,58,56,56,56,53,53,52,53,52
Luigi,Panarelli,Napoli,1976-04-26,20,44,71,71,72,52,52,59,59,51,51,48,42,42,45,48,45
Francesco,Colonnese,Napoli,1971-08-10,24,37,68,68,71,56,56,60,57,50,50,48,44,44,47,49,46
Fabio,Pecchia,Napoli,1973-08-24,22,43,53,53,50,60,60,63,66,68,68,70,70,70,69,67,68
Federico,Infanti,Napoli,1976-06-06,20,66,39,39,35,39,39,42,47,47,47,48,45,45,44,37,40
Arturo,Di Napoli,Napoli,1974-04-18,22,44,45,45,43,55,55,54,49,54,54,56,61,61,64,70,67
Ciro,Caruso,Napoli,1973-08-14,22,38,63,63,65,49,49,52,52,47,47,45,41,41,41,42,40
Ernesto,Verolino,Napoli,1975-04-06,21,39,48,48,47,56,56,55,55,59,59,60,62,62,61,62,62
Mirko,Taccola,Napoli,1970-08-14,25,45,67,67,67,60,60,62,61,57,57,56,54,54,54,52,51
Pasquale,Suppa,Padova,1967-09-03,28,38,63,63,63,53,53,59,61,55,55,54,50,50,50,49,49
Cristiano,Lucarelli,Padova,1975-10-04,20,44,47,47,44,57,57,57,53,57,57,59,65,65,68,69,67
Emanuele,Pellizzaro,Padova,1970-07-02,26,40,44,44,43,53,53,51,49,55,55,57,61,61,62,67,66
Giuliano,Gentilini,Padova,1970-09-04,25,41,64,64,64,56,56,61,62,57,57,57,53,53,54,53,53
Ivone,De Franceschi,Padova,1974-01-01,22,38,61,61,60,51,51,56,60,54,54,54,48,48,48,47,48
David,Biachini,Padova,1971-07-23,25,42,66,66,68,51,51,57,57,49,49,47,42,42,44,44,42
Christian,Lantignotti,Padova,1970-03-18,26,41,65,65,64,55,55,61,66,60,60,60,54,54,53,52,53
Walter,Zenga,Padova,1960-04-28,36,76,56,56,53,58,58,63,65,63,63,63,60,60,60,52,53
Massimiliano,Ossari,Padova,1977-04-29,19,40,63,63,64,60,60,60,56,55,55,53,54,54,55,49,49
Franco,Gabrieli,Padova,1962-09-21,33,55,71,71,71,65,65,69,68,63,63,62,60,60,60,60,58
Cristiano,Bergodi,Padova,1964-10-04,31,52,66,66,69,53,53,56,56,50,50,48,43,43,44,45,43
Massimo,Ciocci,Padova,1968-02-25,28,41,46,46,45,54,54,54,51,54,54,55,59,59,60,62,60
Fabrizio,Ferringo,Padova,1973-06-30,23,37,60,60,59,51,51,57,58,53,53,52,48,48,49,46,46
Luca,Castellazi,Padova,1975-07-19,21,68,40,40,36,35,35,40,41,37,37,38,36,36,38,30,31
Andrea,Cuicchi,Padova,1967-11-29,28,45,61,61,61,63,63,64,63,62,62,62,63,63,65,65,64
Stefano,Pioli,Padova,1965-10-19,30,50,77,77,79,59,59,64,65,58,58,55,47,47,46,50,48
Angelo,Montrone,Padova,1967-10-25,28,38,42,42,39,51,51,52,49,52,52,54,59,59,62,65,63
Leonard,van Utrecht,Padova,1969-02-25,27,39,41,41,41,51,51,49,44,48,48,49,55,55,57,58,56
Allessandro,Canella,Padova,1977-01-24,19,35,58,58,57,48,48,54,59,53,53,53,46,46,46,47,47
Filipo,Cristiane,Padova,1977-04-20,19,36,64,64,67,50,50,53,54,48,48,46,41,41,40,42,41
Roberto,Putelli,Padova,1969-08-03,26,39,45,45,43,49,49,52,50,50,50,51,54,54,56,56,55
Pietro,Strada,Parma,1969-12-11,26,48,69,69,68,61,61,67,71,67,67,66,59,59,58,58,58
Herman,Crespo,Parma,1975-01-01,21,48,48,48,45,55,55,58,54,56,56,58,62,62,67,75,71
Fausto,Pizzi,Parma,1967-07-21,29,43,68,68,69,67,67,67,69,70,70,70,67,67,65,72,71
Lilian,Thuram,Parma,1972-01-01,24,46,73,73,76,55,55,60,58,51,51,47,42,42,44,44,41
Enrico,Chiesa,Parma,1970-12-29,25,51,56,56,52,66,66,68,66,69,69,72,76,76,79,83,81
Antonio,Benarrivo,Parma,1968-08-21,27,55,77,77,78,71,71,73,66,62,62,59,61,61,65,61,58
Daniel,Bravo,Parma,1963-02-09,33,41,61,61,60,60,60,62,64,63,63,63,60,60,57,56,57
Roberto,Mussi,Parma,1963-08-25,32,46,64,64,64,63,63,64,59,58,58,56,58,58,58,54,53
Dino,Baggio,Parma,1971-07-24,25,44,66,66,67,68,68,67,67,68,68,68,68,68,68,71,69
Luigi,Apolloni,Parma,1967-05-02,29,43,78,78,80,68,68,71,71,65,65,63,59,59,59,55,55
Luca,Bucci,Parma,1969-03-13,27,84,57,57,53,53,53,58,62,59,59,59,54,54,54,44,47
Alexandre,Amaral,Parma,1968-01-01,28,43,68,68,68,61,61,66,70,67,67,66,60,60,58,57,57
Fabio,Cannavaro,Parma,1973-09-13,22,49,69,69,71,56,56,59,60,58,58,57,49,49,48,52,51
Massimo,Brambilla,Parma,1973-03-04,23,47,65,65,63,68,68,69,68,70,70,70,70,70,70,69,69
Roberto Nestor,Sensini,Parma,1966-10-12,29,49,63,63,63,64,64,65,64,62,62,62,63,63,61,56,56
Gianluigi,Buffon,Parma,1978-01-28,18,72,49,49,45,44,44,50,57,53,53,54,47,47,46,36,39
Alessandro,Nista,Parma,1965-07-10,31,74,37,37,34,34,34,39,42,38,38,39,37,37,38,33,34
Ferdinando,Piro,Parma,1977-06-12,19,49,49,49,47,56,56,57,53,56,56,58,62,62,66,70,67
Tomas,Brolin,Parma,1969-11-29,26,48,62,62,61,67,67,68,64,65,65,66,70,70,73,75,73
Reynald,Pedros,Parma,1971-10-10,24,48,63,63,62,68,68,69,68,69,69,70,72,72,70,72,71
Massimo,Crippa,Parma,1965-05-17,31,43,50,50,46,59,59,61,64,68,68,71,70,70,68,65,66
Alessandro,Melli,Parma,1969-12-11,26,44,47,47,44,54,54,55,52,55,55,56,60,60,63,67,64
Giuseppe,Scienza,Piacenza,1966-10-14,29,40,66,66,66,53,53,59,63,57,57,56,49,49,51,51,52
Fabian,Valtolina,Piacenza,1971-06-10,25,45,47,47,47,57,57,55,51,56,56,58,63,63,65,73,69
Pasquale,Luiso,Piacenza,1969-11-30,26,50,51,51,48,60,60,61,56,60,60,62,68,68,72,78,75
Paolo,Tramezzani,Piacenza,1970-07-30,25,39,76,76,78,57,57,63,63,54,54,51,45,45,46,46,44
Eusebio,Di Francesco,Piacenza,1969-09-08,26,45,55,55,53,58,58,59,56,57,57,58,61,61,65,74,70
Massimo,Brioschi,Piacenza,1969-03-14,27,44,65,65,67,50,50,55,54,47,47,44,40,40,42,43,41
Stefano,Maccoppi,Piacenza,1962-04-21,34,39,66,66,69,51,51,54,53,47,47,44,40,40,40,42,40
Gabriele,Pin,Piacenza,1962-01-21,34,46,60,60,61,59,59,58,59,58,58,58,58,58,55,51,52
Settimio,Lucci,Piacenza,1965-09-21,30,47,72,72,72,66,66,68,72,68,68,67,64,64,63,63,64
Massimo,Taibi,Piacenza,1970-02-18,26,75,44,44,39,41,41,47,52,51,51,51,46,46,45,40,42
Cleto,Polonia,Piacenza,1968-09-04,27,44,66,66,66,59,59,60,58,54,54,52,51,51,52,47,47
Aladino,Valoti,Piacenza,1966-01-09,30,41,65,65,64,56,56,62,65,60,60,59,54,54,54,49,51
Sergio,Marcon,Piacenza,1970-11-09,25,71,44,44,40,43,43,48,55,53,53,55,50,50,48,39,42
Andrea,Tentoni,Piacenza,1969-05-18,27,51,45,45,41,58,58,58,59,64,64,66,69,69,69,60,63
Fausto,Pari,Piacenza,1962-09-15,33,43,56,56,55,49,49,54,59,54,54,54,49,49,48,48,49
Mirko,Conte,Piacenza,1974-08-12,21,47,68,68,69,59,59,62,59,54,54,51,50,50,52,50,49
Gabriele,Ballotta,Piacenza,1979-02-12,17,47,48,48,44,55,55,58,55,57,57,59,64,64,68,69,68
Daniele,Moretti,Piacenza,1971-08-21,24,48,53,53,50,61,61,63,67,69,69,71,71,71,69,67,68
Damiano,Tommasi,Roma,1974-05-17,22,42,64,64,63,55,55,60,62,56,56,55,50,50,50,47,48
Daniel,Fonseca,Roma,1969-09-13,26,45,50,50,48,59,59,60,60,65,65,67,69,69,71,79,77
Abel,Balbo,Roma,1966-06-01,30,49,57,57,56,63,63,64,65,67,67,69,70,70,72,79,78
Jonas,Thern,Roma,1967-03-20,29,43,67,67,66,59,59,64,67,63,63,62,57,57,57,58,58
Francesco,Statuto,Roma,1971-07-13,25,37,66,66,66,54,54,60,65,59,59,58,51,51,49,50,50
Giovanni,Cervone,Roma,1962-11-16,33,80,57,57,52,52,52,58,64,61,61,61,54,54,52,45,48
Massimiliano,Cappioli,Roma,1968-01-17,28,44,54,54,50,58,58,61,64,64,64,66,66,66,65,64,65
Dos Santos,Aldair,Roma,1965-11-30,30,50,76,76,80,72,72,71,67,65,65,64,64,64,66,72,69
Fabio,Petruzzi,Roma,1970-10-24,25,42,69,69,70,59,59,62,58,53,53,51,50,50,52,51,48
Marco,Lanna,Roma,1968-07-13,28,44,70,70,71,61,61,64,63,58,58,56,54,54,54,51,51
Amedeo,Carboni,Roma,1965-04-06,31,45,67,67,67,61,61,63,59,55,55,53,53,53,55,52,50
Roberto,Trotta,Roma,1969-01-28,27,41,69,69,71,53,53,59,60,53,53,50,44,44,46,46,44
Martin,Dahlin,Roma,1968-04-16,28,47,46,46,44,62,62,60,56,63,63,65,72,72,74,79,76
Francesco,Moriero,Roma,1969-03-31,27,40,44,44,42,56,56,54,56,61,61,63,66,66,63,58,60
Antonio,Bernardini,Roma,1974-06-21,22,41,60,60,59,51,51,57,62,57,57,57,50,50,49,52,52
Giorgio,Sterchele,Roma,1970-01-08,26,68,43,43,40,40,40,44,49,48,48,49,44,44,43,38,40
Giampaolo,Di Magno,Roma,1974-04-01,22,69,40,40,35,36,36,41,44,39,39,39,39,39,40,32,33
Omari,Tetradze,Roma,1968-01-01,28,53,74,74,72,67,67,72,77,72,72,72,66,66,63,59,60
Lampros,Choutos,Roma,1979-12-07,16,42,46,46,45,57,57,55,51,57,57,59,65,65,67,72,70
Francesco,Totti,Roma,1976-09-27,19,39,43,43,41,55,55,54,48,54,54,55,62,62,64,68,66
Luigi,Di Biagio,Roma,1971-06-03,25,49,65,65,63,59,59,64,69,65,65,66,59,59,57,57,58
Marco,Delvecchio,Roma,1973-04-07,23,51,49,49,46,58,58,60,62,65,65,68,68,68,68,71,71
Daniele,Berretta,Roma,1972-03-08,24,45,53,53,51,59,59,60,61,62,62,63,65,65,65,62,63
Vincenzo,Montella,Sampdoria,1974-06-18,22,51,50,50,47,58,58,61,58,61,61,63,66,66,70,76,73
Nicola,Zanini,Sampdoria,1974-03-26,22,47,47,47,45,58,58,57,51,55,55,57,65,65,68,74,70
Fabrizio,Ferron,Sampdoria,1965-09-05,30,77,54,54,52,51,51,54,60,60,60,61,55,55,53,49,51
Emanuele,Pesaresi,Sampdoria,1976-12-01,19,45,75,75,77,58,58,65,63,54,54,51,46,46,48,49,45
Marco,Franceschetti,Sampdoria,1967-01-19,29,43,75,75,76,56,56,65,66,56,56,54,47,47,49,54,50
David,Balleri,Sampdoria,1969-03-28,27,48,75,75,76,67,67,69,65,59,59,57,57,57,58,57,54
Alberico,Evani,Sampdoria,1963-01-01,33,45,74,74,73,70,70,72,73,70,70,69,67,67,66,58,59
Sinisa,Mihajlovic,Sampdoria,1969-02-20,27,49,58,58,56,66,66,67,68,71,71,72,73,73,73,75,75
Pierre,Laigle,Sampdoria,1970-09-02,25,44,60,60,57,66,66,68,69,71,71,72,73,73,74,70,72
Moreno,Mannini,Sampdoria,1962-08-15,33,42,72,72,73,57,57,62,61,54,54,53,47,47,48,54,50
Roberto,Mancini,Sampdoria,1964-11-27,31,52,70,70,68,72,72,74,75,75,75,76,76,76,77,80,79
Sebastiano,Veron,Sampdoria,1969-01-01,27,42,70,70,69,58,58,65,69,62,62,61,54,54,53,54,54
Oumar,Djeng,Sampdoria,1972-12-30,23,39,67,67,69,52,52,57,54,47,47,44,41,41,44,40,39
Vincenzo,Iacopino,Sampdoria,1976-08-09,19,45,47,47,44,57,57,58,55,58,58,60,65,65,68,72,69
Matteo,Sereni,Sampdoria,1975-02-11,21,74,37,37,32,35,35,41,42,39,39,39,38,38,41,32,33
Stefano,Sacchetti,Sampdoria,1972-08-10,23,45,70,70,71,60,60,62,58,54,54,52,51,51,57,56,54
Simone,Vergassola,Sampdoria,1973-01-01,23,44,69,69,68,61,61,65,67,63,63,63,58,58,58,64,62
Giovanni,Abate,Sampdoria,1976-01-10,20,48,68,68,67,60,60,66,67,63,63,63,58,58,59,61,60
Davide,Di Terlizzi,Sampdoria,1976-01-31,20,43,62,62,62,54,54,58,61,59,59,58,53,53,51,54,54
Christian,Karembeu,Sampdoria,1970-12-03,25,46,75,75,74,77,77,79,79,77,77,77,77,77,75,70,70
Fausto,Salsano,Sampdoria,1962-12-18,33,48,72,72,72,61,61,67,69,63,63,62,56,56,57,55,55
Giovanni,Invernizzi,Sampdoria,1963-08-22,32,44,64,64,63,59,59,64,67,63,63,63,59,59,58,56,56
Fabrizio,Casazza,Torino,1970-09-16,25,72,42,42,37,42,42,47,54,53,53,54,50,50,48,38,41
Roberto,Cevoli,Torino,1968-12-29,27,42,71,71,71,64,64,66,63,59,59,57,56,56,56,49,48
Roberto,Cravero,Torino,1964-01-03,32,44,65,65,68,54,54,55,55,50,50,48,45,45,44,49,47
Carmine,Nunziata,Torino,1967-07-22,29,50,65,65,65,54,54,61,64,58,58,58,52,52,52,53,53
Valeriano,Florin,Torino,1966-09-27,29,45,68,68,69,59,59,64,68,63,63,63,57,57,56,57,58
Paolo,Cristallini,Torino,1971-09-20,24,48,49,49,47,58,58,57,57,63,63,65,67,67,67,70,70
Luca,Mezzano,Torino,1977-08-01,18,47,69,69,72,57,57,60,58,52,52,50,47,47,50,56,53
Roberto,Maltagliati,Torino,1969-04-07,27,42,69,69,70,62,62,64,60,56,56,53,53,53,54,44,44
Matjaz,Florijancic,Torino,1967-10-18,28,50,54,54,52,66,66,66,61,64,64,66,73,73,76,75,74
Samuel,Ipoua,Torino,1973-03-01,23,47,45,45,43,59,59,57,54,60,60,63,70,70,71,71,70
Vincenzo,Sommese,Torino,1976-06-22,20,46,49,49,44,59,59,61,62,65,65,67,70,70,69,60,63
Claudio,Balesini,Torino,1969-12-19,26,40,45,45,44,52,52,51,47,53,53,54,59,59,61,68,65
Luca,Mordenti,Torino,1975-02-10,21,62,39,39,35,35,35,39,43,38,38,39,36,36,36,28,30
Daniele,Di Donato,Torino,1967-02-21,29,39,61,61,62,56,56,59,63,59,59,59,55,55,53,48,50
Moreno,Longo,Torino,1976-02-14,20,42,68,68,71,53,53,57,56,49,49,46,41,41,44,48,45
Alessio,Scarchilli,Torino,1972-09-10,23,42,49,49,46,59,59,59,59,61,61,63,67,67,67,62,64
Giuseppe,Geraldi,Torino,1975-10-08,20,39,68,68,70,51,51,56,57,49,49,47,40,40,41,41,40
Paolo,Martelli,Torino,1970-08-06,25,39,65,65,68,52,52,55,55,47,47,45,41,41,42,39,38
Felice,Foglia,Torino,1977-01-14,19,45,43,43,42,52,52,51,46,48,48,50,57,57,60,62,59
Alessandro,Pedroni,Torino,1971-01-30,25,39,64,64,66,62,62,63,59,55,55,54,55,55,56,47,47
Massimo,Lombardini,Torino,1971-07-23,25,45,54,54,54,58,58,59,61,63,63,63,61,61,58,57,58
Enzo Maurizio,Biato,Torino,1962-07-30,33,71,45,45,41,41,41,48,54,52,52,53,47,47,47,39,42
Marcio Santos,Amoroso,Udinese,1974-07-05,22,47,74,74,73,68,68,72,74,72,72,71,67,67,67,69,69
Claudio,Clementi,Udinese,1968-12-19,27,41,48,48,48,56,56,55,50,54,54,56,61,61,64,69,66
Raffaele,Sergio,Udinese,1966-08-27,29,43,64,64,65,59,59,61,58,55,55,53,52,52,53,50,49
Alessandro,Calori,Udinese,1966-08-29,29,37,62,62,64,49,49,53,53,47,47,45,41,41,42,43,42
Giovanni,Bia,Udinese,1968-10-24,27,42,68,68,69,60,60,63,62,55,55,53,51,51,52,45,45
Valerio,Bertotto,Udinese,1973-01-15,23,38,64,64,65,58,58,60,57,53,53,51,50,50,51,45,45
Graziano,Battistini,Udinese,1970-09-30,25,70,40,40,36,40,40,43,48,49,49,50,46,46,45,37,40
Fabio,Rossitto,Udinese,1971-09-21,24,46,56,56,53,61,61,63,66,67,67,69,68,68,67,70,70
Giovanni,Stroppa,Udinese,1968-01-24,28,41,51,51,48,58,58,60,61,65,65,67,67,67,68,70,70
Oliver,Bierhoff,Udinese,1968-05-01,28,47,52,52,50,60,60,61,58,62,62,64,67,67,70,79,75
Thomas,Helveg,Udinese,1971-06-24,25,40,65,65,65,61,61,62,64,60,60,60,57,57,55,50,51
Mohamed,Gargo,Udinese,1975-06-19,21,40,68,68,67,57,57,62,64,59,59,58,53,53,54,51,52
Stefano,Desideri,Udinese,1965-07-03,31,45,52,52,49,58,58,60,61,63,63,65,66,66,66,68,68
Alessandro,Manni,Udinese,1974-02-16,22,39,57,57,57,50,50,52,55,53,53,52,48,48,46,45,46
Alessandro,Testaferrata,Udinese,1974-04-19,22,66,38,38,34,36,36,41,48,46,46,47,43,43,42,33,37
Paolo,Poggi,Udinese,1971-02-16,25,44,49,49,49,57,57,56,55,60,60,62,64,64,65,74,72
Hazem,Emam,Udinese,1975-05-10,21,46,46,46,44,57,57,57,51,55,55,57,64,64,69,71,68
Giuliano,Giannichedda,Udinese,1974-09-21,21,36,60,60,58,51,51,56,59,54,54,53,48,48,48,46,47
Marek,Kozminski,Udinese,1971-02-07,25,44,51,51,48,57,57,59,61,62,62,63,64,64,64,63,64
Jonathan,Bachini,Udinese,1975-06-05,21,40,44,44,43,52,52,52,49,51,51,53,58,58,60,64,62
Mariano,Sotgia,Vicenza,1969-08-01,26,47,70,70,68,59,59,65,68,62,62,62,55,55,55,54,54
Giovanni,Cornacchini,Vicenza,1965-07-22,31,41,44,44,43,54,54,53,50,55,55,58,62,62,62,68,66
Davide,Belotti,Vicenza,1972-05-24,24,36,63,63,65,49,49,51,50,46,46,43,39,39,40,41,40
Roberto,Murgita,Vicenza,1968-11-11,27,46,46,46,46,53,53,55,51,53,53,55,60,60,63,73,68
Maurizio,Rossi,Vicenza,1970-02-16,26,48,59,59,57,62,62,63,65,65,65,66,65,65,65,65,65
Gustavo,Mendez,Vicenza,1971-02-03,25,45,64,64,64,60,60,61,57,54,54,52,53,53,54,49,48
Luigi,Sartor,Vicenza,1975-01-30,21,47,60,60,61,56,56,56,50,46,46,45,49,49,52,53,49
Domenico,Di Carlo,Vicenza,1964-03-23,32,48,57,57,56,59,59,60,63,64,64,65,63,63,62,66,66
Alessadro,Ianuzzi,Vicenza,1975-10-09,20,43,61,61,60,53,53,57,60,55,55,55,50,50,50,47,48
Luca,Mondini,Vicenza,1970-02-25,26,68,37,37,32,36,36,41,46,46,46,47,43,43,42,35,37
Gilbertoi,D'ignazio Pulpito,Vicenza,1968-12-11,27,43,64,64,65,51,51,57,56,49,49,47,42,42,43,42,41
Roberto,Verdi,Vicenza,1977-05-10,19,72,40,40,36,36,36,40,43,39,39,40,38,38,39,31,33
Pier,Wome,Vicenza,1974-01-01,22,41,65,65,64,54,54,61,63,56,56,56,51,51,53,50,50
Fabrio,Viviani,Vicenza,1966-09-29,29,42,62,62,60,65,65,66,67,67,67,67,66,66,66,65,65
Giovanni,Lopez,Vicenza,1967-05-23,29,42,70,70,71,55,55,59,60,53,53,51,45,45,46,50,47
Ferdinando,Gasparini,Vicenza,1969-09-17,26,43,43,43,41,51,51,52,49,52,52,54,58,58,61,65,62
Massimo,Beghetto,Vicenza,1968-11-19,27,39,70,70,72,53,53,59,57,50,50,47,41,41,43,42,40
Fabio,Firmani,Vicenza,1978-05-26,18,43,67,67,66,57,57,63,68,62,62,61,55,55,53,49,51
Gabriele,Ambrosetti,Vicenza,1973-08-07,22,42,47,47,46,56,56,55,52,57,57,59,64,64,65,71,69
Giampiero,Maini,Vicenza,1971-09-29,24,42,55,55,56,62,62,59,61,66,66,67,68,68,64,65,65
Daniele,Amerini,Vicenza,1974-08-03,21,45,52,52,50,60,60,60,60,63,63,65,67,67,66,65,65
Pierluigi,Brivio,Vicenza,1969-05-21,27,70,41,41,35,38,38,44,50,48,48,49,45,45,45,36,39
Alain,Goma,Auxerre,1972-10-05,23,57,71,71,72,58,58,64,64,58,58,57,51,51,52,54,52
Franck,Rabarivony,Auxerre,1970-11-15,25,43,64,64,64,58,58,60,60,56,56,54,53,53,51,42,43
Franck,Silvestre,Auxerre,1967-04-05,29,53,70,70,68,54,54,62,61,52,52,50,44,44,47,42,40
Taribo,West,Auxerre,1974-03-26,22,53,69,69,69,55,55,60,58,52,52,50,44,44,46,46,44
Lionel,Charbonnier,Auxerre,1966-10-25,29,77,43,43,39,41,41,46,52,49,49,51,46,46,46,39,42
Sabri,Lamouchi,Auxerre,1971-11-09,24,37,61,61,59,53,53,61,66,65,65,66,57,57,57,59,60
Philippe,Violeau,Auxerre,1970-09-19,25,43,48,48,48,49,49,49,48,51,51,52,54,54,51,50,50
Moussa,Saib,Auxerre,1966-03-06,30,39,60,60,59,54,54,59,62,60,60,60,54,54,53,55,54
